NORMAN_ID,NAME,SMILES,NEUTRAL_EXACT_MASS,FORMULA,StdInChI,CAS_RN,PUBCHEM_CID,InChIKey,CHEMSPIDER_ID,DTXSID,Preferable Ionization,MB_Records Positive Ionization,Adduct Positive Ionization,Ionisation type and collision energy Positive Ionization,Fragments Positive Ionization,Simplified_fragments_Positive,Institute Positive Ionization,MB_Records Negative Ionization,Adduct Negative Ionization,Ionisation type and collision energy Negative Ionization,Fragments Negative Ionization,Simplified_fragments_Negative,Institute Negative Ionization
stpQQR50,"2,6-Xylidine|2,6-dimethylaniline",CC1=C(C(=CC=C1)C)N,121.08915,C8H11N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",CAS_RN: 87-62-7,6896,UFFBMTHBGFGIHF-UHFFFAOYSA-N,6630,DTXSID8026307,Positive,SM809801;TUE00021|TUE00022|TUE00023;UF414601|UF414602|UF414603|UF414604,[M+H]+;[M+H]+;[M+H]+,HCD35;NA10.0V|NA20.0V|NA40.0V;HCD55|HCD80|CID35|CID55,122.0964:105.0699:107.0729;122.0964:105.07:107.0728|105.0699:79.0542:77.0387|77.0386:51.0227:79.0541;122.0969:105.0703:107.0733|105.0703:122.0969:107.0733|122.0968:107.0733:105.0702|107.0733:105.0702:133.0766,107.0733;105.0702;79.05415;77.03865;51.0227,CASMI_2016;Env_Anal_Chem_U_Tuebingen;UFZ,NA,NA,NA,NA,NA,NA
stpQQR51,2-Nitrobenzamide|2-Nitrobenzamid,NC(=O)C1=C(C=CC=C1)[N+]([O-])=O,166.03784,C7H6N2O3,"InChI=1S/C7H6N2O3/c8-7(10)5-3-1-2-4-6(5)9(11)12/h1-4H,(H2,8,10)",CAS_RN: 610-15-1,11876,KLGQWSOYKYFBTR-UHFFFAOYSA-N,11178542,DTXSID0025733,Positive,SM809901,[M+H]+,HCD35,150.0186:78.0338:51.0232,150.0186;78.0338;51.0232,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR52,"3,4,5-Trichlorphenol",OC1=CC(Cl)=C(Cl)C(Cl)=C1,195.92495,C6H3Cl3O,"InChI=1S/C6H3Cl3O/c7-4-1-3(10)2-5(8)6(4)9/h1-2,10H",CAS_RN: 609-19-8,11859,GBNHEBQXJVDXSW-UHFFFAOYSA-N,11366,DTXSID4026212,Negative,NA,NA,NA,NA,NA,NA,SM864752,[M-H]-,HCD35,194.9177:158.941,194.9177;158.941,CASMI_2016
stpQQR53,"3,4-Dichloroaniline",C1=CC(=C(C=C1N)Cl)Cl,160.9799,C6H5Cl2N,"InChI=1S/C6H5Cl2N/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",CAS_RN: 95-76-1,7257,SDYWXFYBZPNOFX-UHFFFAOYSA-N,13860720,DTXSID7021815,Positive,SM810401,[M+H]+,HCD35,161.9871:127.0183:172.9668,127.0183,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR54,3-Acetylphenanthrene|1-phenanthren-3-ylethanone,CC(=O)C1=CC=C2C=CC3=CC=CC=C3C2=C1,220.08882,C16H12O,"InChI=1S/C16H12O/c1-11(17)14-9-8-13-7-6-12-4-2-3-5-15(12)16(13)10-14/h2-10H,1H3",CAS_RN: 2039-76-1,74867,JKVNPRNAHRHQDD-UHFFFAOYSA-N,67431,DTXSID9049243,Positive,SM810601,[M+H]+,HCD35,221.0961:179.0855:178.078,179.0855;178.078,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR55,"3-Amino-1,2,4-triazole|1H-1,2,4-triazol-5-amine",NC1=NNC=N1,84.0436,C2H4N4,"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)",CAS_RN: 61-82-5,1639,KLSJWNVTNUYHDU-UHFFFAOYSA-N,1577,DTXSID0020076,Positive,SM810703,[M+H]+,HCD35,85.0508:57.0449:58.0401,58.0401;57.0449,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR56,"3-Bromo-N,N-dimethylaniline",CN(C)C1=CC(Br)=CC=C1,198.99966,C8H10BrN,"InChI=1S/C8H10BrN/c1-10(2)8-5-3-4-7(9)6-8/h3-6H,1-2H3",CAS_RN: 66314-77-0,140102,USEXQPWLCGBYNT-UHFFFAOYSA-N,21169887,DTXSID70167856,Positive,SM810801,[M+H]+,HCD35,200.0068:184.9834:183.9756,184.9834;183.9756,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR57,"4,4`-Thiodianiline|4-(4-aminophenyl)sulfanylaniline",C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,216.07212,C12H12N2S,"InChI=1S/C12H12N2S/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2",CAS_RN: 139-65-1,8765,ICNFHJVPAJKPHW-UHFFFAOYSA-N,8435,DTXSID9021344,Positive,SM811101;UF414301|UF414302|UF414303|UF414304,[M+H]+;[M+H]+,HCD35;HCD55|HCD80|CID35|CID55,217.0793:124.0215:200.0528;124.022:200.0537:217.0803|124.022:199.0459:167.0737|217.0802:124.022:200.0537|124.0219:200.0536:184.1004,200.05365;199.0459;184.1004;167.0737;124.022,CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR58,4`-Aminoacetanilide|N-(4-aminophenyl)acetamide,CC(=O)NC1=CC=C(C=C1)N,150.07931,C8H10N2O,"InChI=1S/C8H10N2O/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,9H2,1H3,(H,10,11)",CAS_RN: 122-80-5,31230,CHMBIJAOCISYEW-UHFFFAOYSA-N,10297844,DTXSID7024455,Positive,SM805302;UF413501|UF413502|UF413503|UF413504,[M+H]+;[M+H]+,HCD35;HCD55|HCD80|CID35|CID55,151.0865:109.0759:92.0494;109.0764:151.0872:92.0499|109.0764:92.0498:108.0686|109.0763:151.0871:133.0765|109.0764:110.0603:133.0765,133.0765;110.0603;109.0764;108.0686;92.0498,CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR59,4-Aminoazobenzene|4-phenyldiazenylaniline,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,197.0953,C12H11N3,"InChI=1S/C12H11N3/c13-10-6-8-12(9-7-10)15-14-11-4-2-1-3-5-11/h1-9H,13H2",CAS_RN: 60-09-3,6051,QPQKUYVSJWQSDY-UHFFFAOYSA-N,10447135,NA,Positive,SM811302,[M+H]+,HCD35,198.1025:95.0491:105.0447,105.0447;95.0491,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR60,4-Aminobenzamide,C1=CC(=CC=C1C(=O)N)N,136.06366,C7H8N2O,"InChI=1S/C7H8N2O/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H2,9,10)",CAS_RN: 2835-68-9,76079,QIKYZXDTTPVVAC-UHFFFAOYSA-N,68568,DTXSID7038814,Positive,SM865901;UF413601|UF413602|UF413603|UF413604,[M+H]+;[M+H]+,HCD35;HCD55|HCD80|CID35|CID55,120.0444:137.0709:94.0651;120.0449:94.0655:137.0716|120.0449:92.0498:94.0655|120.0448:137.0715:94.0655|120.0448:94.0655,120.0448;94.0655;92.0498,CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR61,4-Chloroaniline,C1=CC(=CC=C1N)Cl,127.01888,C6H6ClN,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",CAS_RN: 106-47-8,7812,QSNSCYSYFYORTR-UHFFFAOYSA-N,13869339,DTXSID9020295,Positive,SM825801;UF413801|UF413802|UF413803|UF413804,[M+H]+;[M+H]+,HCD35;HCD55|HCD80|CID35|CID55,128.026:93.0572:139.0055;128.0266:93.0576:139.0063|93.0576:128.0266:139.0063|93.0575:128.0265|93.0575,93.0575,CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR62,4-Isopropylaniline|4-propan-2-ylaniline,CC(C)C1=CC=C(C=C1)N,135.1048,C9H13N,"InChI=1S/C9H13N/c1-7(2)8-3-5-9(10)6-4-8/h3-7H,10H2,1-2H3",CAS_RN: 99-88-7,7464,LRTFPLFDLJYEKT-UHFFFAOYSA-N,13853758,DTXSID20243932,Positive,SM882201;EA005201|EA005202|EA005203|EA005204|EA005205|EA005206|EA005207|EA005208|EA005209|EA005210|EA005211|EA005212|EA005213|EA005214;UF414501|UF414502|UF414503|UF414504,[M+H]+;[M+H]+;[M+H]+,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,136.112:94.0651:91.0542;136.112:94.065|136.112:94.0653|136.1119:94.0651|136.1119:94.065:147.092|136.1121:94.0651:91.0542|136.112:94.065:91.0541|94.065:91.0541:136.1119|136.1119:94.0649|136.112:94.065|136.112:94.065:147.0914|136.112:94.0651:91.0541|136.1119:94.065:91.0541|94.065:91.0541:136.1119|136.112:94.0651:121.0884;136.1126:94.0655:91.0546|94.0654:136.1127:91.0546|136.1126:94.0655:121.0892|94.0654:121.0891:105.0338,121.0891;105.0338;94.0651;91.0541,CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR63,Benz[c]acridine|Benzo[c]acridine,C1=CC=C2C(C=CC3=CC4=CC=CC=C4N=C23)=C1,229.08915,C17H11N,InChI=1S/C17H11N/c1-3-7-15-12(5-1)9-10-14-11-13-6-2-4-8-16(13)18-17(14)15/h1-11H,CAS_RN: 225-51-4,9181,OAPPEBNXKAKQGS-UHFFFAOYSA-N,8826,DTXSID9059759,Positive,SM811901;SM830601,[M+H]+;[M+H]+,HCD35;HCD35,230.0963:229.0881;230.0965:229.0884:228.0801,229.08825;228.0801,CASMI_2016;CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR64,Benzimidazole|1H-Benzimidazole,N1C=NC2=CC=CC=C12,118.0531,C7H6N2,"InChI=1S/C7H6N2/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,(H,8,9)",CAS_RN: 51-17-2,5798,HYZJCKYKOHLVJF-UHFFFAOYSA-N,5593,DTXSID8024573,Positive,SM812005,[M+H]+,HCD35,119.0603:59.0493:92.0494,92.0494;59.0493,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR65,"Isophorone diamine|3-(aminomethyl)-3,5,5-trimethylcyclohexan-1-amine",CC1(CC(CC(C1)(C)CN)N)C,170.1783,C10H22N2,"InChI=1S/C10H22N2/c1-9(2)4-8(12)5-10(3,6-9)7-11/h8H,4-7,11-12H2,1-3H3",CAS_RN: 2855-13-2,17857,RNLHGQLZWXBQNY-UHFFFAOYSA-N,16867,DTXSID6027503,Positive,SM865504;UF413401|UF413402|UF413403|UF413404,[M+H]+;[M+H]+,HCD35;HCD55|HCD80|CID35|CID55,154.1589:171.1855:137.1324;154.1596:137.133:95.0859|95.0858:81.0702:137.133|154.1597:89.0713:107.0608|154.1596:89.0714:72.0445,154.1596;137.133;107.0608;95.08585;89.07135;81.0702;72.0445,CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR66,Michler`s ketone|bis[4-(dimethylamino)phenyl]methanone,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,268.15756,C17H20N2O,"InChI=1S/C17H20N2O/c1-18(2)15-9-5-13(6-10-15)17(20)14-7-11-16(12-8-14)19(3)4/h5-12H,1-4H3",CAS_RN: 96-98-0,7031,VVBLNCFGVYUYGU-UHFFFAOYSA-N,6764,DTXSID2020894,Positive,SM812301;UF414401|UF414402|UF414403|UF414404,[M+H]+;[M+H]+,HCD35;HCD55|HCD80|CID35|CID55,148.0755:269.1647:120.0807;148.0763:79.0546:105.0578|148.0763:105.0577:79.0545|148.0764:91.0547:199.0627|148.0763:91.0547,199.0627;148.0763;120.0807;105.05775;91.0547;79.05455,CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR67,N-Methylaniline,CNC1=CC=CC=C1,107.0735,C7H9N,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",CAS_RN: 100-61-8,7515,AFBPFSWMIHJQDM-UHFFFAOYSA-N,7234,DTXSID9021841,Positive,SM812601,[M+H]+,HCD35,93.0573:108.0807:91.0542,93.0573;91.0542,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR68,N-phenyl-1-naphthylamine|N-phenylnaphthalen-1-amine,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,219.1048,C16H13N,"InChI=1S/C16H13N/c1-2-9-14(10-3-1)17-16-12-6-8-13-7-4-5-11-15(13)16/h1-12,17H",CAS_RN: 90-30-2,7013,XQVWYOYUZDUNRW-UHFFFAOYSA-N,6746,DTXSID2025892,Positive,SM812701;UF413901|UF413902|UF413903|UF413904,[M+H]+;[M+H]+,HCD35;HCD55|HCD80|CID35|CID55,220.112:143.0729:92.0494;143.0735:220.1129:92.0498|143.0735:115.0547:128.0626|220.113:143.0736:205.0896|143.0735:205.0894:203.0863,205.0895;203.0863;143.0735;128.0626;115.0547;92.0496,CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR69,Phenazine,C1=CC2=NC3=CC=CC=C3N=C2C=C1,180.06875,C12H8N2,InChI=1S/C12H8N2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H,CAS_RN: 92-82-0,4757,PCNDJXKNXGMECE-UHFFFAOYSA-N,4593,DTXSID2059069,Positive,SM812904,[M+H]+,HCD35,181.0758:111.0231:121.0076,121.0076;111.0231,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR70,Pyridine,C1=CC=NC=C1,79.0422,C5H5N,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,CAS_RN: 110-86-1,1049,JUJWROOIHBZHMG-UHFFFAOYSA-N,1020,DTXSID9021924,Positive,SM813501,[M+H]+,HCD35,80.0494:96.0443,,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR71,"2,4,6-Trichlorphenol",OC1=C(Cl)C=C(Cl)C=C1Cl,195.92495,C6H3Cl3O,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",CAS_RN: 88-06-2,6914,LINPIYWFGCPVIE-UHFFFAOYSA-N,21106172,DTXSID5021386,Negative,NA,NA,NA,NA,NA,NA,SM813751,[M-H]-,HCD35,194.9178:158.9412,194.9178;158.9412,CASMI_2016
stpQQR72,2-Benzyl-4-chlorophenol,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,218.0498,C13H11ClO,"InChI=1S/C13H11ClO/c14-12-6-7-13(15)11(9-12)8-10-4-2-1-3-5-10/h1-7,9,15H,8H2",CAS_RN: 120-32-1,8425,NCKMMSIFQUPKCK-UHFFFAOYSA-N,8118,DTXSID5020154,Negative,NA,NA,NA,NA,NA,NA,SM814053;SM863453;ETS00126;UF423051|UF423052|UF423053|UF423054,[M-H]-;[M-H]-;[M-H]-;[M-H]-,HCD35;HCD35;HCD70;HCD55|HCD80|CID35|CID55,217.0427:181.0661;217.0426:181.066:153.0709;217.0431:113.1747;217.0424|217.0425|217.0424:181.0658:153.0708|181.0659:153.0707:180.0578,217.04255;181.06595;180.0578;153.0708;113.1747,CASMI_2016;CASMI_2016;Eawag_Additional_Specs2;UFZ
stpQQR73,"Octocrylene|2-Ethylhexyl 2-cyano-3,3-diphenylprop-2-enoate|2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,361.20418,C24H27NO2,"InChI=1S/C24H27NO2/c1-3-5-12-19(4-2)18-27-24(26)22(17-25)23(20-13-8-6-9-14-20)21-15-10-7-11-16-21/h6-11,13-16,19H,3-5,12,18H2,1-2H3",CAS_RN: 6197-30-4,22571,FMJSMJQBSVNSBF-UHFFFAOYSA-N,21165,DTXSID9025299,Positive,SM814103,[M+H]+,HCD35,250.0863:232.0757:204.0808,250.0863;232.0757;204.0808,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR74,Oxybenzone|2-hydroxy-4-methoxy-benzophenone|(2-hydroxy-4-methoxyphenyl)-phenylmethanone,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,228.07864,C14H12O3,"InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3",CAS_RN: 131-57-7,4632,DXGLGDHPHMLXJC-UHFFFAOYSA-N,4471,DTXSID3022405,Positive,SM814303;SM862902;EA023001|EA023002|EA023003|EA023004|EA023005|EA023006|EA023007|EA023008|EA023009|EA023010|EA023011|EA023012|EA023013|EA023014;TUE00131|TUE00132|TUE00133,[M+H]+;[M+H]+;[M+H]+;[M+H]+,HCD35;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;NA10.0V|NA20.0V|NA40.0V,151.0389:229.0859:105.0334;151.0389:229.0859:105.0335;151.039:105.0335:77.0387|229.0859:151.0388:105.0335|229.0861:151.039:105.0335|151.039:105.0335:229.0858|151.039:105.0335:95.0492|151.039:105.0335:95.0492|151.039:95.0492:105.0335|229.0858:151.039:105.0333|229.0859:151.039:105.0335|151.039:105.0335:229.0858|151.0389:105.0335:95.0491|151.0389:105.0335:95.0491|151.0389:95.0491:105.0335|151.039:105.0335:77.0386;229.0861:151.0389:105.0335|151.0389:105.0335:77.0386|77.0386:95.0491:151.0387,151.039;105.0335;95.0491;77.0386,CASMI_2016;CASMI_2016;Eawag;Env_Anal_Chem_U_Tuebingen,NA,NA,NA,NA,NA,NA
stpQQR75,"2-Hydroxyanthraquinone|2-Hydroxyanthrachinon|2-hydroxyanthracene-9,10-dione",OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,224.04734,C14H8O3,"InChI=1S/C14H8O3/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7,15H",CAS_RN: 605-32-3,11796,GCDBEYOJCZLKMC-UHFFFAOYSA-N,11303,DTXSID4049327,Positive/Negative,UA002401|UA002403,[M+H]+,CID35|CID35,197.0596:153.0698:105.0334|197.0596:153.0699:169.0648,197.0596;169.0648;153.06985;105.0334,UFZ_Additional_Specs,SM828951;UA002402,[M-H]-;[M-H]-,HCD35;CID35,223.04:195.0451;195.0452:223.0398:154.0377,223.0399;195.04515;154.0377,CASMI_2016;UFZ_Additional_Specs
stpQQR76,2-Methoxy-1-naphthaldehyde|2-methoxynaphthalene-1-carbaldehyde,COC1=C(C=O)C2=CC=CC=C2C=C1,186.06808,C12H10O2,"InChI=1S/C12H10O2/c1-14-12-7-6-9-4-2-3-5-10(9)11(12)8-13/h2-8H,1H3",CAS_RN: 5392-12-1,79352,YIQGLTKAOHRZOL-UHFFFAOYSA-N,71672,DTXSID80202202,Positive,SM814501,[M+H]+,HCD35,187.0752:144.0568:157.0647,157.0647;144.0568,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR77,"2-Methylnaphtho(1,2-d)thiazole|2-Methylnaphtho[1,2-d]thiazole|2-methylbenzo[e][1,3]benzothiazole",CC1=NC2=C(S1)C=CC1=CC=CC=C21,199.04557,C12H9NS,"InChI=1S/C12H9NS/c1-8-13-12-10-5-3-2-4-9(10)6-7-11(12)14-8/h2-7H,1H3",CAS_RN: 2682-45-3,75892,OUXMJRMYZCEVKO-UHFFFAOYSA-N,68397,DTXSID7062588,Positive,SM814802,[M+H]+,HCD35,200.0528:159.0263:115.0542,159.0263;115.0542,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR78,3-Phenoxyphenol,OC1=CC(OC2=CC=CC=C2)=CC=C1,186.06808,C12H10O2,"InChI=1S/C12H10O2/c13-10-5-4-8-12(9-10)14-11-6-2-1-3-7-11/h1-9,13H",CAS_RN: 713-68-8,12842,HBUCPZGYBSEEHF-UHFFFAOYSA-N,12312,DTXSID9061047,Positive,SM814901,[M+H]+,HCD35,187.0752:144.0568:157.0647,157.0647;144.0568,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR79,Indazole|1H-indazole,N1N=CC2=CC=CC=C12,118.0531,C7H6N2,"InChI=1S/C7H6N2/c1-2-4-7-6(3-1)5-8-9-7/h1-5H,(H,8,9)",CAS_RN: 271-44-3,9221,BAXOFTOLAUCFNW-UHFFFAOYSA-N,8866,DTXSID4075374,Positive,SM831203,[M+H]+,HCD35,119.0604:92.0495:65.0387,92.0495;65.0387,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR80,Pyrazol,N1C=CC=N1,68.03745,C3H4N2,"InChI=1S/C3H4N2/c1-2-4-5-3-1/h1-3H,(H,4,5)",CAS_RN: 288-13-1,1048,WTKZEGDFNFYCGP-UHFFFAOYSA-N,1019,DTXSID2059774,Positive,SM815402,[M+H]+,HCD35,69.0448,,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR81,Pyrrol,N1C=CC=C1,67.0422,C4H5N,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,CAS_RN: 109-97-7,8027,KAESVJOAVNADME-UHFFFAOYSA-N,7736,DTXSID5021910,Positive,SM815506,[M+H]+,HCD35,68.0496:53.0024,53.0024,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR82,"Theophylline|1,3-dimethyl-7H-purine-2,6-dione",CN1C2=C(NC=N2)C(=O)N(C)C1=O,180.06473,C7H8N4O2,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",CAS_RN: 58-55-9,2153,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,2068,DTXSID5021336,Positive/Negative,AU111403;SM815601;EQ363201|EQ363202|EQ363203|EQ363204|EQ363205|EQ363206|EQ363207|EQ363208|EQ363209,[M+H]+;[M+H]+;[M+H]+,CID17.3-26.0;HCD35;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD120|HCD150|HCD180,181.0723:124.0501:142.0611;181.0719:124.0505:96.0556;181.0721:124.0507:96.0556|181.0721:124.0507:96.0557|181.0721:124.0506:96.0557|124.0507:181.0721:96.0557|124.0507:96.0557:69.0447|69.0448:124.0507:96.0557|69.0448:96.0557:109.0272|69.0448:54.0213:109.0272|69.0448:54.0213:67.0291,142.0611;124.0507;109.0272;96.0557;69.0448;67.0291;54.0213,Athens_Univ;CASMI_2016;Eawag,SM815654;EQ363251|EQ363252|EQ363253|EQ363254|EQ363255|EQ363256|EQ363257|EQ363258|EQ363259,[M-H]-;[M-H]-,HCD35;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD120|HCD150|HCD180,179.0575:164.034;179.0575:164.0341:122.036|179.0575:164.0341:122.0361|179.0575:164.0342:122.0361|164.0342:179.0576:122.0361|164.0342:122.0361:94.0411|122.0361:164.0342:94.0411|65.9986:79.0177:94.0411|65.9986:79.0177:92.0255|65.9986:65.0146:55.0302,179.0575;164.0342;122.0361;94.0411;92.0255;79.0177;65.9986;65.0146;55.0302,CASMI_2016;Eawag
stpQQR83,"Thiazole|1,3-thiazole",S1C=CN=C1,84.99862,C3H3NS,InChI=1S/C3H3NS/c1-2-5-3-4-1/h1-3H,CAS_RN: 504-78-9,9256,FZWLAAWBMGSTSO-UHFFFAOYSA-N,8899,DTXSID2059776,Positive,SM815801,[M+H]+,HCD35,86.0059:58.9951:57.9873,58.9951;57.9873,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR84,"2,2-Dipyridyl|2,2`-Bipyridine|2-pyridin-2-ylpyridine",C1=CC=C(N=C1)C1=CC=CC=N1,156.06875,C10H8N2,InChI=1S/C10H8N2/c1-3-7-11-9(5-1)10-6-2-4-8-12-10/h1-8H,CAS_RN: 366-18-7,1474,ROFVEXUMMXZLPA-UHFFFAOYSA-N,13867714,DTXSID9040635,Positive,SM816201,[M+H]+,HCD35,157.0759:130.065:96.0443,130.065;96.0443,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR85,"2,3-Dinitrophenol",OC1=C(C(=CC=C1)[N+]([O-])=O)[N+]([O-])=O,184.01202,C6H4N2O5,"InChI=1S/C6H4N2O5/c9-5-3-1-2-4(7(10)11)6(5)8(12)13/h1-3,9H",CAS_RN: 66-56-8,6191,MHKBMNACOMRIAW-UHFFFAOYSA-N,5956,DTXSID2075261,Negative,NA,NA,NA,NA,NA,NA,SM816551,[M-H]-,HCD35,183.0048:137.0118:153.0068,183.0048;153.0068;137.0118,CASMI_2016
stpQQR86,"2,4,5-Trichlorphenol",OC1=C(Cl)C=C(Cl)C(Cl)=C1,195.92495,C6H3Cl3O,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",CAS_RN: 95-95-4,7271,LHJGJYXLEPZJPM-UHFFFAOYSA-N,7001,DTXSID4024359,Negative,NA,NA,NA,NA,NA,NA,SM816651,[M-H]-,HCD35,194.9177:158.941:122.964,194.9177;158.941;122.964,CASMI_2016
stpQQR87,"2,4,6-Tribromphenol",OC1=C(Br)C=C(Br)C=C1Br,327.7734,C6H3Br3O,"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",CAS_RN: 118-79-6,1483,BSWWXRFVMJHFBN-UHFFFAOYSA-N,1438,DTXSID6021959,Negative,NA,NA,NA,NA,NA,NA,SM816753,[M-H]-,HCD35,326.7662:266.7534,326.7662;266.7534,CASMI_2016
stpQQR88,9-Acetylphenanthren|9-Acetylphenanthrene|1-phenanthren-9-ylethanone,CC(=O)C1=CC2=CC=CC=C2C2=CC=CC=C12,220.08882,C16H12O,"InChI=1S/C16H12O/c1-11(17)16-10-12-6-2-3-7-13(12)14-8-4-5-9-15(14)16/h2-10H,1H3",CAS_RN: 784-04-3,74868,UIFAWZBYTTXSOG-UHFFFAOYSA-N,67432,DTXSID70174328,Positive,SM817001,[M+H]+,HCD35,221.0962:179.0856:203.0856,203.0856;179.0856,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR89,"Anthraflavic acid|2,6-dihydroxyanthracene-9,10-dione",OC1=CC=C2C(=O)C3=CC(O)=CC=C3C(=O)C2=C1,240.04226,C14H8O4,"InChI=1S/C14H8O4/c15-7-1-3-9-11(5-7)14(18)10-4-2-8(16)6-12(10)13(9)17/h1-6,15-16H",CAS_RN: 84-60-6,6776,APAJFZPFBHMFQR-UHFFFAOYSA-N,6518,DTXSID6036546,Negative,NA,NA,NA,NA,NA,NA,SM817153,[M-H]-,HCD35,239.035:211.0401:195.0451,239.035;211.0401;195.0451,CASMI_2016
stpQQR90,Benzo[g]quinoline|Benzo[h]chinolin,C1=CC2=CC3=CC=CN=C3C=C2C=C1,179.0735,C13H9N,InChI=1S/C13H9N/c1-2-5-11-9-13-12(6-3-7-14-13)8-10(11)4-1/h1-9H,CAS_RN: 39327-16-7,520238,RFQDDXWZZVRLKO-UHFFFAOYSA-N,453790,DTXSID60891496,Positive,SM817301,[M+H]+,HCD35,180.0806:152.0616:179.0722,179.0722;152.0616,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR91,Benzylidenacetone|4-Phenyl-but-3-en-2-one|4-phenylbut-3-en-2-one,CC(=O)C=CC1=CC=CC=C1,146.07316,C10H10O,"InChI=1S/C10H10O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-8H,1H3",CAS_RN: 937-53-1,15909,BWHOZHOGCMHOBV-UHFFFAOYSA-N,15120,DTXSID4025662,Positive,SM817401,[M+H]+,HCD35,147.0803:129.0698:128.062,129.0698;128.062,CASMI_2016,NA,NA,NA,NA,NA,NA
